"Result","FNL1","FNL2","FSP.1","FSW.1","SSP.1","SSW.1","ACE.1","DBF.1","WNR.1","UFE.1","BPC.1","BPW.1","NPA.1","NPW.1","TPW.1","ST1.1","ST2.1","ST3.1","ST4.1","ST5.1","FSP.2","FSW.2","SSP.2","SSW.2","ACE.2","DBF.2","WNR.2","UFE.2","BPC.2","BPW.2","NPA.2","NPW.2","TPW.2","ST1.2","ST2.2","ST3.2","ST4.2","ST5.2"
0,1,2,60,36,40,11,4,4,40,37,2,3,20,35,76,4,6,2,NA,NA,56,35,44,18,1,1,19,15,4,5,20,26,86,6,4,6,NA,NA
0,1,2,50,33,50,22,5,5,37,40,6,10,11,20,97,5,6,4,NA,NA,54,29,46,20,5,2,29,19,6,14,9,15,96,7,2,6,NA,NA
0,0,2,63,12,37,9,1,2,7,19,1,8,3,3,45,1,4,NA,NA,NA,54,27,46,14,1,1,20,22,4,5,3,5,60,6,6,NA,NA,NA
1,2,0,69,23,31,9,6,1,27,9,4,10,3,5,60,6,6,NA,NA,NA,53,16,47,9,2,3,14,14,0,0,3,5,32,1,2,NA,NA,NA
0,0,2,81,23,19,3,0,1,8,24,4,11,4,4,58,1,5,NA,NA,NA,57,22,43,13,3,8,25,34,8,8,4,7,76,6,7,NA,NA,NA
0,1,2,64,37,36,15,4,6,31,44,3,9,11,14,93,4,7,3,NA,NA,78,58,22,11,2,2,30,33,5,6,9,12,102,6,6,6,NA,NA
1,2,1,73,39,27,13,4,5,16,24,5,12,12,20,90,3,6,6,NA,NA,70,35,30,16,2,2,28,39,4,7,20,25,87,6,3,4,NA,NA
0,0,2,63,24,37,10,2,3,21,33,3,4,10,17,57,1,6,NA,NA,NA,51,24,49,12,4,5,13,18,5,11,3,5,73,6,7,NA,NA,NA
0,1,2,65,28,35,10,3,3,28,32,6,16,7,10,84,6,3,1,NA,NA,69,40,31,11,0,10,41,31,9,20,23,32,99,4,6,6,NA,NA
0,0,2,62,14,38,8,1,5,9,19,1,3,5,15,41,2,1,NA,NA,NA,53,17,47,15,0,3,32,14,5,9,7,10,63,6,6,NA,NA,NA
0,0,2,52,30,48,19,0,2,25,38,3,7,18,25,79,6,5,NA,NA,NA,57,27,43,20,2,1,30,28,4,9,17,22,91,7,7,NA,NA,NA
1,2,1,71,34,29,12,2,2,38,21,6,9,13,19,88,4,6,6,NA,NA,55,32,45,8,3,8,18,28,3,4,0,3,63,6,1,3,NA,NA
0,0,2,46,15,54,7,1,3,25,34,1,7,8,15,42,0,4,NA,NA,NA,89,34,11,2,1,0,14,7,5,7,5,8,64,6,6,NA,NA,NA
0,0,2,59,24,41,12,1,2,21,31,3,5,7,12,68,4,5,NA,NA,NA,72,39,28,8,3,1,21,29,5,10,7,9,82,6,7,NA,NA,NA
0,0,2,70,18,30,7,1,1,11,20,1,4,13,17,48,3,2,NA,NA,NA,73,32,27,8,5,3,23,21,4,10,2,3,68,6,6,NA,NA,NA
1,2,0,61,26,39,16,1,0,10,17,3,6,9,16,69,6,6,NA,NA,NA,62,24,38,12,1,2,24,48,1,3,14,18,56,3,4,NA,NA,NA
0,1,2,81,54,19,6,1,4,46,45,3,8,14,20,101,4,7,4,NA,NA,65,47,35,19,2,3,24,24,5,10,3,4,110,6,6,6,NA,NA
0,0,2,69,31,31,10,1,5,21,21,3,3,4,5,64,4,6,NA,NA,NA,67,29,33,11,7,5,24,24,4,7,8,10,77,6,7,NA,NA,NA
0,1,2,63,26,37,11,1,5,29,37,4,13,9,22,80,1,6,2,NA,NA,62,32,38,18,4,2,34,25,6,12,8,16,91,6,2,6,NA,NA
1,2,0,67,22,33,10,3,2,13,16,5,6,3,4,61,6,6,NA,NA,NA,56,13,44,6,0,6,3,19,0,3,3,7,33,0,2,NA,NA,NA
0,0,2,65,28,35,12,1,4,15,25,1,3,2,3,54,4,3,NA,NA,NA,63,25,37,12,1,1,17,20,4,12,5,5,72,6,6,NA,NA,NA
0,0,2,66,11,34,7,1,0,9,29,1,2,9,16,34,0,2,NA,NA,NA,70,22,30,8,2,2,11,15,6,10,6,7,62,6,6,NA,NA,NA
0,0,2,57,11,43,3,2,2,10,24,2,6,8,13,35,3,0,NA,NA,NA,88,28,12,3,1,1,19,14,7,12,10,12,61,6,6,NA,NA,NA
0,0,2,56,29,44,18,0,2,27,42,2,5,13,21,75,5,4,NA,NA,NA,64,31,36,14,1,6,13,25,4,11,10,17,80,7,6,NA,NA,NA
0,1,2,67,32,33,14,NA,1,42,47,6,18,12,31,93,7,4,3,NA,NA,91,57,9,4,NA,1,33,27,7,10,14,24,107,5,6,6,NA,NA
1,2,0,57,21,43,15,1,1,18,5,5,9,9,12,72,6,6,NA,NA,NA,50,19,50,15,1,9,29,33,2,5,8,17,59,2,4,NA,NA,NA
1,2,1,63,46,37,17,3,1,48,37,5,12,16,28,108,6,4,6,NA,NA,75,44,25,13,0,2,37,31,4,13,10,15,100,4,6,3,NA,NA
1,2,0,62,24,38,12,5,1,32,21,4,10,13,21,64,6,6,NA,NA,NA,68,20,32,9,1,1,13,12,0,1,10,16,43,1,3,NA,NA,NA
0,1,2,63,31,37,16,0,4,9,21,4,7,5,12,74,6,4,3,NA,NA,66,30,34,13,1,2,30,45,4,4,9,11,79,0,6,6,NA,NA
0,0,2,57,31,43,8,2,5,17,18,3,4,6,12,63,6,2,NA,NA,NA,78,32,22,4,0,2,25,18,5,11,13,14,73,7,6,NA,NA,NA
0,0,2,70,28,30,5,2,2,27,27,5,11,20,34,72,4,6,NA,NA,NA,84,41,16,3,0,0,30,25,6,7,16,24,80,6,7,NA,NA,NA
1,2,1,66,42,34,12,4,5,37,28,6,16,12,20,92,6,3,6,NA,NA,77,28,23,7,1,1,19,24,4,9,3,6,75,1,6,3,NA,NA
0,1,2,72,28,28,8,3,0,15,22,5,10,8,10,77,1,6,4,NA,NA,62,41,38,10,12,11,42,39,6,10,2,6,87,6,2,6,NA,NA
1,2,0,52,14,48,14,5,NA,40,12,5,7,8,10,52,6,6,NA,NA,NA,80,10,20,1,0,NA,2,3,0,0,2,2,16,0,1,NA,NA,NA
1,2,0,69,27,31,8,10,0,29,21,4,15,10,12,71,6,6,NA,NA,NA,55,20,45,20,2,4,10,17,2,2,3,4,56,4,4,NA,NA,NA
1,3,0,63,45,37,16,7,7,NA,NA,5,16,18,25,106,6,6,6,NA,NA,59,37,41,17,6,4,NA,NA,1,3,30,40,83,3,4,2,NA,NA
1,3,0,61,44,39,19,3,2,NA,NA,4,13,NA,NA,99,6,6,6,NA,NA,56,37,44,15,18,8,NA,NA,0,1,NA,NA,71,3,3,4,NA,NA
0,2,3,55,61,45,32,11,13,NA,NA,5,13,NA,NA,149,6,3,6,6,1,55,66,45,27,10,9,NA,NA,5,15,NA,NA,149,7,6,2,2,6
0,1,3,52,41,48,19,13,8,NA,NA,2,9,NA,NA,97,5,6,3,0,NA,55,52,45,27,16,3,NA,NA,6,9,NA,NA,121,7,4,6,6,NA
1,3,1,58,54,42,30,21,3,NA,NA,5,16,NA,NA,148,6,6,6,6,NA,61,63,39,30,8,2,NA,NA,0,3,NA,NA,123,7,2,3,3,NA
0,1,3,59,68,41,37,20,11,NA,NA,1,1,30,42,133,7,2,6,6,NA,71,72,29,26,6,1,NA,NA,3,11,30,48,151,6,6,7,7,NA
0,2,3,53,59,47,44,8,8,NA,NA,10,18,NA,NA,183,6,3,7,7,4,59,65,41,38,2,7,NA,NA,11,26,NA,NA,187,7,6,6,5,6
0,1,2,51,39,49,24,17,6,NA,NA,0,1,5,10,82,3,7,3,NA,NA,55,42,45,28,12,2,NA,NA,2,9,10,10,104,6,6,6,NA,NA
0,2,3,58,68,42,31,15,8,NA,NA,5,22,NA,NA,159,6,3,6,6,4,49,58,51,43,10,12,NA,NA,4,14,NA,NA,160,3,6,1,7,6
1,3,0,51,35,49,27,4,5,NA,NA,9,11,NA,NA,117,6,7,7,NA,NA,49,35,51,20,4,3,NA,NA,7,12,NA,NA,103,4,6,5,NA,NA
1,3,0,75,44,25,12,1,1,NA,NA,6,10,NA,NA,87,6,6,6,NA,NA,57,28,43,10,7,2,NA,NA,1,4,NA,NA,65,3,2,2,NA,NA
0,0,3,69,44,31,9,8,3,NA,NA,1,3,13,19,75,5,3,2,NA,NA,55,40,45,21,11,2,NA,NA,5,11,6,6,103,7,6,6,NA,NA
1,3,1,54,49,46,30,9,3,NA,NA,9,16,9,14,138,6,6,6,6,NA,59,44,41,27,7,3,NA,NA,3,9,34,53,119,3,7,3,2,NA
0,1,3,58,65,42,34,19,4,NA,NA,3,15,NA,NA,149,6,6,5,6,NA,64,68,36,34,14,3,NA,NA,3,4,NA,NA,154,7,3,7,7,NA
0,2,3,55,76,45,42,9,9,NA,NA,4,15,26,38,165,3,6,6,6,3,68,71,32,28,9,2,NA,NA,5,17,28,41,173,6,3,4,7,6
1,3,0,48,35,52,25,8,4,NA,NA,6,9,16,24,102,6,6,6,NA,NA,54,30,46,15,3,8,NA,NA,2,9,10,18,80,4,4,2,NA,NA
0,2,3,59,58,41,23,5,14,NA,NA,6,17,15,22,144,3,5,6,6,3,57,60,43,34,10,5,NA,NA,6,9,22,41,145,6,7,1,4,6
0,2,3,55,56,45,26,11,9,NA,NA,6,12,NA,NA,132,3,6,6,5,0,57,57,43,28,7,6,NA,NA,8,14,NA,NA,146,6,4,1,7,6
0,0,3,62,41,38,10,11,2,NA,NA,0,2,12,21,69,4,2,2,NA,NA,72,42,28,11,3,5,NA,NA,5,7,25,31,94,6,6,6,NA,NA
1,3,0,68,36,32,14,10,1,NA,NA,7,14,15,23,91,6,6,6,NA,NA,53,18,47,9,3,4,NA,NA,1,8,7,15,50,1,2,2,NA,NA
1,3,1,52,38,48,27,8,5,NA,NA,8,17,NA,NA,125,6,3,6,6,NA,47,44,53,27,18,14,NA,NA,5,12,NA,NA,111,3,6,3,4,NA
0,0,3,38,28,62,27,5,14,NA,NA,4,8,NA,NA,86,5,5,2,NA,NA,59,38,41,19,6,3,NA,NA,7,11,NA,NA,111,7,7,6,NA,NA
1,3,2,58,61,42,27,5,2,NA,NA,8,11,NA,NA,145,3,6,6,5,6,58,53,42,27,13,7,NA,NA,6,14,NA,NA,134,6,3,4,7,2
1,3,0,59,38,41,15,14,5,NA,NA,6,8,5,5,89,6,6,6,NA,NA,56,29,44,16,7,8,NA,NA,1,3,8,20,63,4,4,1,NA,NA
1,3,0,67,49,33,19,4,4,NA,NA,3,9,NA,NA,116,6,7,6,NA,NA,56,45,44,22,14,4,NA,NA,1,2,NA,NA,90,4,6,3,NA,NA
1,3,0,74,39,26,10,3,7,NA,NA,8,13,9,15,86,6,6,6,NA,NA,47,10,53,10,4,5,NA,NA,0,9,8,20,45,1,0,1,NA,NA
1,3,0,65,34,35,15,5,1,NA,NA,5,8,NA,NA,77,6,6,3,NA,NA,63,20,37,11,1,5,NA,NA,0,3,NA,NA,51,4,2,0,NA,NA
1,3,1,53,55,47,39,10,7,NA,NA,4,15,14,24,157,6,6,7,6,NA,48,56,52,40,12,10,NA,NA,1,5,24,40,137,7,4,6,2,NA
1,3,1,64,50,36,23,13,2,NA,NA,7,11,NA,NA,112,6,6,4,6,NA,64,36,36,14,7,5,NA,NA,3,9,NA,NA,84,3,1,6,3,NA
1,3,1,61,49,39,25,7,6,NA,NA,6,11,NA,NA,125,6,5,6,6,NA,58,52,42,27,14,2,NA,NA,4,6,NA,NA,110,4,7,4,4,NA
0,2,3,53,62,47,33,7,9,NA,NA,3,14,NA,NA,156,4,6,2,6,4,56,64,44,40,8,7,NA,NA,6,11,NA,NA,170,6,4,6,4,6
0,1,3,55,50,45,30,10,8,NA,NA,2,5,NA,NA,112,2,2,7,5,NA,63,56,37,27,7,5,NA,NA,7,17,NA,NA,140,6,6,6,7,NA
0,0,3,48,27,52,11,2,6,NA,NA,2,4,9,20,62,1,4,1,NA,NA,56,34,44,12,10,3,NA,NA,8,15,21,28,93,6,6,6,NA,NA
1,3,0,60,44,40,19,5,3,NA,NA,5,9,NA,NA,105,6,6,6,NA,NA,52,33,48,19,9,4,NA,NA,2,7,NA,NA,82,4,4,4,NA,NA
0,0,3,66,46,34,17,0,7,NA,NA,1,5,13,15,87,3,6,3,NA,NA,63,51,37,19,28,4,NA,NA,3,12,12,20,116,6,7,6,NA,NA
0,0,3,58,40,42,17,3,11,NA,NA,2,10,16,25,92,4,4,2,NA,NA,65,45,35,13,9,4,NA,NA,6,16,12,20,111,6,6,6,NA,NA
1,2,1,51,36,49,29,6,8,NA,NA,3,8,13,23,100,7,3,5,NA,NA,46,29,54,27,10,5,NA,NA,3,8,13,21,91,6,6,2,NA,NA
1,3,0,60,41,40,21,12,2,NA,NA,5,11,20,21,103,6,6,7,NA,NA,49,29,51,18,9,9,NA,NA,1,3,5,13,65,3,2,5,NA,NA
0,2,3,58,63,42,30,9,6,NA,NA,6,9,18,29,146,3,6,7,4,2,64,61,36,30,5,7,NA,NA,9,22,18,28,163,6,3,6,6,6
0,1,3,52,44,48,29,8,7,NA,NA,1,6,NA,NA,109,6,4,2,1,NA,57,47,43,30,11,7,NA,NA,6,13,NA,NA,135,4,6,6,6,NA
0,1,3,56,54,44,31,6,9,NA,NA,1,7,19,28,117,6,6,1,2,NA,58,60,42,26,24,4,NA,NA,4,18,16,24,145,7,4,6,6,NA
1,3,0,73,42,27,11,16,3,NA,NA,6,7,12,17,87,6,6,6,NA,NA,56,18,44,10,1,5,NA,NA,0,2,5,10,45,0,2,3,NA,NA
0,0,3,56,18,44,8,1,7,NA,NA,1,1,6,14,38,1,2,0,NA,NA,84,33,16,4,5,1,NA,NA,9,13,8,12,81,6,6,6,NA,NA
0,0,3,51,29,49,20,4,8,NA,NA,0,0,NA,NA,57,3,2,4,NA,NA,64,38,36,18,10,1,NA,NA,4,11,NA,NA,93,6,6,6,NA,NA
0,0,3,58,27,42,8,3,3,NA,NA,0,0,4,4,50,1,3,1,NA,NA,58,31,42,16,10,4,NA,NA,7,12,16,17,86,6,6,6,NA,NA
1,3,2,58,64,42,39,3,3,NA,NA,6,16,NA,NA,178,4,3,7,6,7,48,66,52,46,21,15,NA,NA,7,18,NA,NA,176,6,6,6,2,6
0,2,3,51,72,49,40,29,11,NA,NA,6,23,36,49,191,5,6,4,7,6,64,82,36,33,2,6,NA,NA,5,12,21,42,181,7,2,6,5,7
1,3,1,66,47,34,21,4,2,NA,NA,7,17,24,36,134,3,6,6,6,NA,55,47,45,26,8,5,NA,NA,3,7,22,39,114,6,2,4,1,NA
0,2,3,51,46,49,27,5,9,NA,NA,6,10,NA,NA,116,1,6,6,3,4,52,43,48,27,13,9,NA,NA,8,16,NA,NA,132,6,3,1,6,6
1,3,0,73,40,27,10,8,1,NA,NA,7,16,20,27,90,6,6,6,NA,NA,54,21,46,13,3,7,NA,NA,1,3,8,15,55,1,2,2,NA,NA
0,0,3,67,44,33,14,7,8,NA,NA,2,8,NA,NA,93,2,4,4,NA,NA,45,34,55,27,6,4,NA,NA,6,21,NA,NA,115,6,6,6,NA,NA
0,0,3,63,50,37,22,6,5,NA,NA,1,3,NA,NA,94,4,4,6,NA,NA,64,50,36,20,8,3,NA,NA,3,11,NA,NA,115,6,6,7,NA,NA
0,0,3,65,39,35,17,4,2,NA,NA,3,10,NA,NA,96,5,3,6,NA,NA,57,48,43,27,5,1,NA,NA,4,10,NA,NA,116,7,6,7,NA,NA
0,1,3,55,49,45,24,13,3,NA,NA,4,9,NA,NA,107,6,6,4,1,NA,51,40,49,29,8,6,NA,NA,6,11,NA,NA,124,7,2,6,6,NA
1,3,1,46,38,54,29,8,7,NA,NA,10,19,14,27,129,6,4,6,6,NA,49,32,51,28,14,10,NA,NA,7,12,12,25,110,3,6,3,4,NA
0,1,3,48,57,52,45,13,3,NA,NA,1,4,22,32,133,3,7,4,6,NA,62,62,38,31,13,4,NA,NA,4,13,26,29,163,6,6,6,7,NA
1,3,0,67,36,33,15,3,0,NA,NA,6,8,19,26,91,6,6,6,NA,NA,63,31,37,12,2,6,NA,NA,1,2,33,60,61,2,4,3,NA,NA
0,1,3,67,72,33,29,5,1,NA,NA,3,13,NA,NA,156,6,4,6,6,NA,57,60,43,37,8,8,NA,NA,3,14,NA,NA,157,7,6,3,7,NA
1,3,1,59,62,41,24,12,4,NA,NA,5,10,NA,NA,138,6,3,7,7,NA,46,41,54,36,14,5,NA,NA,4,9,NA,NA,124,3,6,5,5,NA
0,2,3,50,48,50,29,11,6,NA,NA,5,12,10,16,133,6,1,2,6,4,56,60,44,31,5,3,NA,NA,8,12,27,29,151,4,6,6,4,6
1,3,0,51,32,49,27,7,2,NA,NA,6,13,11,18,103,7,6,6,NA,NA,66,37,34,16,1,3,NA,NA,3,7,37,64,88,6,3,2,NA,NA
0,2,3,64,82,36,36,9,6,NA,NA,4,11,35,46,170,7,6,4,6,6,63,90,37,29,38,8,NA,NA,3,11,48,81,167,6,3,6,7,7
1,3,0,60,34,40,20,16,3,NA,NA,5,10,5,8,89,6,6,6,NA,NA,54,30,46,15,0,5,NA,NA,0,1,10,15,63,4,3,1,NA,NA
0,1,3,59,58,41,20,10,6,NA,NA,1,6,16,27,113,5,6,2,3,NA,53,50,47,35,20,6,NA,NA,4,15,21,27,126,7,4,6,6,NA
1,3,0,58,50,42,22,8,6,NA,NA,6,12,14,23,112,6,7,7,NA,NA,53,35,47,19,8,5,NA,NA,3,10,20,29,97,3,5,5,NA,NA
0,0,2,43,14,57,12,4,1,NA,NA,1,8,NA,NA,48,6,1,NA,NA,NA,58,24,42,13,3,3,NA,NA,1,2,NA,NA,51,7,1,NA,NA,NA
1,3,1,52,59,48,38,23,10,NA,NA,4,9,19,29,141,6,7,4,7,NA,71,69,29,18,17,3,NA,NA,3,9,24,39,140,4,6,6,5,NA
0,0,3,64,32,36,17,2,5,NA,NA,1,7,10,19,79,1,2,4,NA,NA,63,44,37,12,9,2,NA,NA,6,18,33,56,102,6,6,6,NA,NA
0,1,3,68,51,32,17,3,4,NA,NA,4,10,14,25,104,6,6,5,2,NA,62,54,38,25,7,9,NA,NA,4,7,22,28,116,7,1,7,6,NA
0,0,3,62,30,38,10,1,7,NA,NA,2,13,NA,NA,74,4,4,1,NA,NA,44,32,56,31,3,3,NA,NA,7,11,NA,NA,102,6,6,6,NA,NA
0,0,3,60,45,40,17,7,5,NA,NA,0,5,NA,NA,91,4,4,5,NA,NA,57,42,43,29,7,0,NA,NA,3,3,NA,NA,105,6,6,7,NA,NA
0,1,3,62,42,38,20,2,5,NA,NA,3,8,21,24,104,3,7,1,2,NA,59,48,41,29,10,3,NA,NA,8,16,19,29,135,6,6,6,6,NA
1,3,0,52,27,48,22,6,2,NA,NA,7,13,28,40,94,6,6,6,NA,NA,84,36,16,2,1,2,NA,NA,1,3,7,17,58,3,2,1,NA,NA
1,3,1,55,68,45,41,13,3,NA,NA,2,6,28,45,157,7,7,6,6,NA,58,77,42,34,25,7,NA,NA,1,8,15,24,150,6,6,7,4,NA
1,3,0,64,39,36,12,9,3,NA,NA,7,11,9,15,92,6,6,6,NA,NA,65,34,35,10,4,3,NA,NA,2,10,23,43,65,4,4,1,NA,NA
0,1,3,62,47,38,23,8,2,NA,NA,6,11,18,25,117,6,3,6,3,NA,56,43,44,27,9,7,NA,NA,6,15,32,40,125,1,6,7,6,NA
1,3,1,70,71,30,21,23,2,NA,NA,3,9,37,63,130,7,6,4,7,NA,83,74,17,11,7,3,NA,NA,1,7,9,16,120,5,2,6,6,NA
0,1,3,61,48,39,25,3,3,NA,NA,3,3,25,41,102,3,2,7,2,NA,58,44,42,26,13,2,NA,NA,7,23,14,20,130,6,6,5,6,NA
1,3,0,66,45,34,14,16,0,NA,NA,5,10,NA,NA,93,6,6,6,NA,NA,51,25,49,18,2,4,NA,NA,1,6,NA,NA,67,1,4,4,NA,NA
0,0,3,58,21,42,12,2,5,NA,NA,0,1,4,12,46,2,1,0,NA,NA,69,30,31,11,3,0,NA,NA,8,14,9,10,84,6,6,6,NA,NA
1,3,0,74,48,26,11,13,2,NA,NA,5,14,15,22,102,7,6,6,NA,NA,59,33,41,19,6,4,NA,NA,1,1,6,10,73,6,2,2,NA,NA
0,2,3,64,65,36,25,9,9,NA,NA,5,12,NA,NA,138,6,3,6,3,4,63,66,37,23,6,3,NA,NA,4,11,NA,NA,145,1,6,3,6,6
0,2,3,69,87,31,30,8,9,NA,NA,6,14,24,33,173,6,6,6,4,4,63,73,37,26,21,3,NA,NA,5,16,28,44,169,3,7,2,6,6
1,3,2,62,63,38,28,14,4,NA,NA,6,11,25,42,145,3,4,6,6,7,66,66,34,22,11,2,NA,NA,4,10,45,79,127,6,6,2,3,5
1,3,0,60,51,40,20,15,9,NA,NA,6,10,15,20,118,6,6,7,NA,NA,68,44,32,13,4,5,NA,NA,4,13,11,23,101,3,4,6,NA,NA
0,0,3,53,35,47,19,10,4,NA,NA,2,9,NA,NA,84,5,1,3,NA,NA,52,33,48,23,8,3,NA,NA,7,19,NA,NA,104,7,6,6,NA,NA
1,3,2,55,63,45,34,9,2,NA,NA,5,17,NA,NA,155,6,6,3,4,6,55,67,45,30,15,8,NA,NA,4,10,NA,NA,151,3,4,6,6,3
1,3,2,50,56,50,38,10,7,NA,NA,8,18,32,50,160,6,5,3,7,6,57,57,43,39,11,8,NA,NA,6,11,21,36,151,4,7,6,6,1
1,3,1,57,41,43,35,5,3,NA,NA,5,9,17,26,117,7,6,3,6,NA,63,40,37,16,6,5,NA,NA,1,9,29,50,87,5,1,6,1,NA
0,0,3,62,42,38,20,5,8,NA,NA,3,13,31,54,109,5,3,4,NA,NA,57,48,43,21,10,6,NA,NA,7,21,18,26,126,7,6,6,NA,NA
1,3,0,52,48,48,27,5,7,NA,NA,7,13,23,33,123,7,6,7,NA,NA,56,41,44,24,7,4,NA,NA,5,18,13,22,114,6,4,5,NA,NA
0,0,3,46,19,54,23,3,5,NA,NA,2,2,NA,NA,62,4,2,2,NA,NA,46,24,54,21,6,3,NA,NA,7,13,NA,NA,82,6,6,6,NA,NA
1,3,0,60,51,40,25,9,5,NA,NA,3,7,25,36,111,7,7,6,NA,NA,63,52,37,21,12,6,NA,NA,1,2,37,59,98,5,6,4,NA,NA
1,3,0,43,24,57,24,10,6,NA,NA,6,12,6,8,82,6,6,6,NA,NA,64,27,36,11,7,4,NA,NA,0,0,4,14,53,2,2,2,NA,NA
1,3,0,58,39,42,18,9,2,NA,NA,7,12,14,21,98,6,6,6,NA,NA,57,29,43,13,11,9,NA,NA,3,9,12,22,76,4,3,4,NA,NA
0,0,3,60,49,40,26,1,6,NA,NA,4,14,12,15,114,6,6,3,NA,NA,57,49,43,28,11,3,NA,NA,5,15,12,24,141,7,7,6,NA,NA
1,3,1,64,42,36,21,14,4,NA,NA,4,11,14,25,112,6,2,6,4,NA,53,46,47,24,25,4,NA,NA,3,7,12,21,99,3,6,4,2,NA
0,1,3,59,56,41,29,7,8,NA,NA,0,4,17,27,113,7,4,3,4,NA,67,66,33,19,28,6,NA,NA,4,8,23,38,134,6,6,6,6,NA
0,1,3,46,35,54,27,19,8,NA,NA,2,6,12,17,90,6,6,1,2,NA,56,46,44,33,18,2,NA,NA,4,8,14,19,116,3,7,6,6,NA
0,1,3,51,50,49,27,4,3,NA,NA,6,8,15,27,112,4,3,6,4,NA,60,47,40,20,7,2,NA,NA,8,26,15,19,136,6,6,4,6,NA
1,3,0,57,36,43,15,8,4,NA,NA,6,14,19,24,90,6,6,6,NA,NA,65,27,35,9,1,0,NA,NA,0,1,9,18,54,3,0,2,NA,NA
1,3,1,60,58,40,25,11,5,NA,NA,7,14,22,37,150,7,6,4,7,NA,62,65,38,23,8,8,NA,NA,4,11,41,66,130,6,1,6,5,NA
0,1,3,74,72,26,14,26,5,NA,NA,2,7,18,31,123,4,6,5,6,NA,73,73,27,20,6,1,NA,NA,3,4,15,18,123,6,3,7,7,NA
0,0,3,52,28,48,18,6,1,NA,NA,0,2,13,27,63,4,3,3,NA,NA,65,41,35,20,3,2,NA,NA,4,7,14,17,90,6,6,6,NA,NA
1,3,0,68,30,32,12,3,2,NA,NA,8,13,22,30,94,6,6,6,NA,NA,59,30,41,10,2,3,NA,NA,1,2,10,21,54,0,2,2,NA,NA
0,2,3,61,63,39,26,10,3,NA,NA,7,16,39,55,146,4,6,6,3,5,59,66,41,28,10,3,NA,NA,6,12,25,43,147,6,4,0,6,7
0,1,3,50,37,50,22,5,1,NA,NA,4,9,25,41,95,3,2,6,3,NA,57,43,43,21,9,6,NA,NA,7,12,12,21,109,6,6,2,6,NA
0,1,3,58,55,42,17,13,2,NA,NA,1,7,6,14,111,3,6,6,1,NA,52,49,48,37,11,2,NA,NA,4,7,24,31,128,6,7,3,6,NA
1,3,0,51,37,49,25,7,2,NA,NA,4,10,8,12,99,7,6,6,NA,NA,62,40,38,15,0,2,NA,NA,0,2,21,39,74,6,2,2,NA,NA
0,2,3,61,55,39,23,10,5,NA,NA,5,19,14,24,134,3,4,6,6,1,65,65,35,23,24,6,NA,NA,6,8,17,27,138,6,6,2,3,6
1,3,1,52,55,48,37,11,5,NA,NA,5,15,25,30,151,6,6,6,7,NA,47,50,53,43,16,8,NA,NA,2,9,25,37,132,3,2,7,6,NA
0,0,3,52,25,48,12,5,6,NA,NA,0,3,13,20,63,0,3,2,NA,NA,58,39,42,14,11,1,NA,NA,6,14,13,17,93,6,6,6,NA,NA
1,3,2,59,81,41,45,6,9,NA,NA,5,21,31,44,195,6,7,2,7,7,56,83,44,46,39,11,NA,NA,6,22,47,69,207,7,6,6,6,5
0,1,3,59,68,41,34,8,5,NA,NA,5,14,29,48,153,6,6,5,6,NA,65,68,35,23,13,4,NA,NA,5,16,33,42,164,7,3,7,7,NA
0,0,3,60,38,40,16,5,0,NA,NA,2,16,32,52,101,6,3,4,NA,NA,70,61,30,17,6,4,NA,NA,4,7,11,17,110,7,6,6,NA,NA
0,1,3,63,58,37,26,12,1,NA,NA,0,1,22,34,112,7,4,3,1,NA,66,54,34,26,3,0,NA,NA,5,21,23,31,136,6,6,6,6,NA
1,3,2,59,55,41,29,9,6,NA,NA,10,14,26,37,145,6,3,6,6,7,52,48,48,37,8,9,NA,NA,8,12,39,67,146,3,6,7,4,5
1,3,1,63,58,37,23,5,5,NA,NA,6,15,32,38,129,6,6,6,6,NA,69,55,31,20,4,2,NA,NA,2,4,19,37,114,7,1,4,4,NA
1,3,1,58,55,42,27,14,6,NA,NA,6,11,11,15,127,3,6,7,6,NA,58,51,42,19,3,3,NA,NA,3,6,29,42,110,6,1,6,2,NA
1,3,2,59,57,41,31,6,3,NA,NA,6,14,30,45,142,6,6,4,2,6,63,53,37,29,5,3,NA,NA,4,15,38,53,137,3,1,6,6,3
0,0,3,52,20,48,9,3,4,NA,NA,0,0,7,15,43,0,2,2,NA,NA,61,31,39,14,2,0,NA,NA,7,10,15,16,82,6,6,6,NA,NA
