"Result","FNL1","FNL2","FSP.1","FSW.1","SSP.1","SSW.1","ACE.1","DBF.1","WNR.1","UFE.1","BPC.1","BPW.1","NPA.1","NPW.1","TPW.1","ST1.1","ST2.1","ST3.1","ST4.1","ST5.1","FSP.2","FSW.2","SSP.2","SSW.2","ACE.2","DBF.2","WNR.2","UFE.2","BPC.2","BPW.2","NPA.2","NPW.2","TPW.2","ST1.2","ST2.2","ST3.2","ST4.2","ST5.2"
0,2,3,68,92,32,33,21,5,56,31,17,2,40,31,NA,6,6,6,4,8,56,79,44,47,18,5,51,32,6,1,38,27,NA,3,7,3,6,9
1,3,0,67,51,33,19,2,5,29,20,12,5,15,9,NA,7,6,6,NA,NA,65,44,35,15,5,5,27,28,5,2,32,19,NA,6,4,2,NA,NA
0,0,3,57,39,43,24,3,5,26,22,7,2,40,26,NA,1,6,5,NA,NA,61,55,39,22,24,4,48,20,13,5,28,20,NA,6,7,7,NA,NA
0,0,3,68,57,32,17,22,4,48,24,4,0,22,14,NA,5,4,6,NA,NA,67,52,33,23,17,2,40,7,5,2,24,20,NA,7,6,7,NA,NA
0,0,3,75,53,25,11,19,1,33,10,1,1,20,13,NA,6,4,2,NA,NA,58,40,42,26,15,1,55,10,11,4,29,20,NA,7,6,6,NA,NA
1,3,0,69,49,31,18,15,2,33,10,6,3,27,18,NA,6,7,6,NA,NA,60,42,40,21,6,4,28,20,1,1,22,16,NA,4,6,4,NA,NA
0,0,3,59,37,41,16,11,4,38,21,5,2,24,18,NA,3,4,5,NA,NA,72,54,28,13,4,0,33,12,8,5,19,15,NA,6,6,7,NA,NA
1,3,1,57,47,43,23,11,5,54,21,18,9,28,22,NA,6,6,6,6,NA,56,45,44,20,2,3,34,31,6,4,44,29,NA,0,3,7,3,NA
1,2,1,55,36,45,17,7,3,20,15,2,1,10,6,NA,2,7,2,NA,NA,59,28,41,16,9,3,30,7,7,2,16,9,NA,6,5,1,NA,NA
1,3,0,59,39,41,22,12,0,41,12,18,4,20,14,NA,7,6,6,NA,NA,68,53,32,15,8,5,25,19,0,0,21,15,NA,6,3,1,NA,NA
0,0,3,67,47,33,12,6,1,34,25,3,1,29,21,NA,2,4,5,NA,NA,65,44,35,16,9,0,40,14,7,5,28,20,NA,6,6,7,NA,NA
1,3,1,67,51,33,19,9,0,47,16,7,6,39,25,NA,6,2,7,6,NA,62,45,38,21,14,6,44,20,9,3,65,38,NA,2,6,5,3,NA
0,0,3,72,58,28,8,18,3,32,18,1,1,19,9,NA,6,3,4,NA,NA,69,52,31,16,30,3,59,15,5,3,15,14,NA,7,6,6,NA,NA
1,3,0,65,44,35,20,16,2,40,10,12,4,28,14,NA,6,6,7,NA,NA,58,42,42,16,11,3,34,20,5,0,61,29,NA,4,2,5,NA,NA
0,0,3,67,53,33,11,14,5,44,27,0,0,21,13,NA,5,6,0,NA,NA,61,47,39,20,10,4,29,12,9,4,13,7,NA,7,7,6,NA,NA
0,2,3,69,63,31,23,3,6,44,45,11,3,30,23,NA,6,2,7,1,4,60,65,40,34,9,1,44,28,12,6,32,26,NA,3,6,6,6,6
0,0,3,62,12,38,4,3,0,8,10,0,0,14,4,NA,0,1,0,NA,NA,47,12,53,17,5,1,21,6,9,6,6,5,NA,6,6,1,NA,NA
1,3,2,70,76,30,22,6,8,34,39,24,7,50,34,NA,6,7,2,6,6,59,76,41,33,15,2,56,34,9,5,53,35,NA,7,6,6,1,2
0,1,3,60,53,40,25,19,3,45,12,14,3,29,16,NA,6,3,4,5,NA,53,54,47,27,11,5,50,19,18,5,34,24,NA,3,6,6,7,NA
0,1,3,69,83,31,27,15,3,73,25,8,1,64,51,NA,6,7,5,6,NA,81,101,19,15,19,1,60,23,7,1,34,25,NA,7,5,7,7,NA
0,1,3,54,48,46,30,14,3,42,25,10,2,38,24,NA,6,2,5,4,NA,76,63,24,18,18,2,43,22,10,5,38,24,NA,4,6,7,6,NA
1,3,0,74,40,26,12,8,1,38,3,16,5,21,18,NA,6,6,6,NA,NA,66,32,34,15,6,4,18,14,0,0,23,12,NA,3,2,2,NA,NA
0,0,3,61,36,39,16,1,1,33,20,5,2,55,39,NA,4,6,1,NA,NA,63,55,37,16,15,4,45,16,10,5,42,31,NA,6,7,6,NA,NA
1,3,0,64,42,36,18,9,4,42,13,14,4,21,13,NA,6,6,6,NA,NA,67,43,33,15,9,3,26,12,2,1,51,31,NA,4,4,4,NA,NA
1,3,2,57,68,43,36,16,8,54,26,9,3,42,28,NA,3,7,6,4,6,71,76,29,28,11,3,57,19,12,3,50,32,NA,6,6,4,6,4
1,3,2,67,72,33,25,26,7,62,34,16,3,87,56,NA,4,6,3,6,6,59,69,41,35,13,3,51,24,5,2,39,24,NA,6,3,6,3,4
0,0,3,59,47,41,18,5,4,36,20,2,0,27,21,NA,4,6,3,NA,NA,72,55,28,18,9,1,36,15,11,2,28,15,NA,6,7,6,NA,NA
1,3,1,66,62,34,29,7,3,53,25,15,5,46,31,NA,6,7,6,6,NA,66,64,34,25,14,3,47,32,6,0,54,30,NA,7,6,1,1,NA
0,1,3,71,82,29,22,19,2,43,31,7,1,24,12,NA,6,7,4,4,NA,58,68,42,30,24,5,68,42,15,3,48,30,NA,7,6,6,6,NA
1,3,0,65,44,35,17,13,3,40,16,13,6,22,15,NA,6,6,7,NA,NA,73,43,27,14,4,2,25,26,7,2,35,16,NA,1,4,6,NA,NA
0,2,3,59,63,41,29,11,9,45,45,7,3,45,26,NA,6,6,1,4,5,69,72,31,23,14,3,36,27,11,5,31,22,NA,4,3,6,6,7
0,0,3,57,44,43,20,9,3,32,11,6,0,54,30,NA,5,4,4,NA,NA,68,63,32,12,30,9,58,14,10,3,16,12,NA,7,6,6,NA,NA
0,0,3,68,45,32,17,8,2,41,22,2,0,31,25,NA,2,4,6,NA,NA,72,55,28,11,12,0,42,11,8,3,21,17,NA,6,6,7,NA,NA
1,3,0,61,42,39,21,16,1,36,13,10,4,17,11,NA,7,6,6,NA,NA,53,33,47,27,6,4,31,25,2,2,31,21,NA,6,4,3,NA,NA
0,1,3,55,54,45,27,9,11,43,43,7,1,51,32,NA,7,4,4,3,NA,70,60,30,24,20,1,49,15,13,5,36,22,NA,6,6,6,6,NA
1,3,2,69,102,31,21,22,2,80,48,15,3,56,42,NA,7,4,7,6,6,60,82,40,42,4,4,48,37,7,2,37,25,NA,5,6,6,7,3
0,0,3,65,40,35,15,4,4,31,40,13,4,52,30,NA,4,5,4,NA,NA,64,48,36,16,9,2,36,21,17,7,37,26,NA,6,7,6,NA,NA
0,0,2,60,21,40,8,2,4,19,18,7,2,3,3,NA,1,2,NA,NA,NA,72,31,28,4,3,9,25,14,16,6,8,4,NA,6,6,NA,NA,NA
0,0,2,69,23,31,6,0,0,12,10,1,1,14,10,NA,4,1,NA,NA,NA,53,18,47,15,4,4,22,14,6,5,14,11,NA,6,6,NA,NA,NA
1,2,0,63,17,37,10,1,1,23,13,14,6,13,8,NA,6,6,NA,NA,NA,56,16,44,7,2,10,11,29,1,0,8,2,NA,1,0,NA,NA,NA
1,2,1,57,36,43,21,4,4,35,30,14,4,22,17,NA,4,6,6,NA,NA,68,45,32,15,0,4,32,45,4,1,48,32,NA,6,3,1,NA,NA
0,0,2,73,34,27,12,2,2,24,28,4,1,12,7,NA,5,4,NA,NA,NA,66,33,34,15,6,0,31,19,9,3,35,24,NA,7,6,NA,NA,NA
0,1,2,59,38,41,22,6,4,35,42,14,2,12,6,NA,6,1,7,NA,NA,69,57,31,18,11,5,47,40,13,4,13,7,NA,3,6,9,NA,NA
0,1,2,69,40,31,13,1,3,31,37,6,4,17,10,NA,6,2,4,NA,NA,69,33,31,12,2,5,34,26,12,6,10,8,NA,3,6,6,NA,NA
1,2,0,68,31,32,12,2,1,23,13,5,3,12,11,NA,6,7,NA,NA,NA,52,21,48,17,1,4,21,25,2,0,9,7,NA,2,5,NA,NA,NA
0,0,2,78,21,22,9,1,2,17,15,1,1,15,9,NA,6,0,NA,NA,NA,67,29,33,10,6,0,17,7,5,4,3,2,NA,7,6,NA,NA,NA
1,2,1,61,44,39,24,3,2,29,25,5,3,20,17,NA,5,7,6,NA,NA,59,49,41,21,3,4,34,30,6,3,25,21,NA,7,6,4,NA,NA
0,0,2,73,19,27,6,1,0,7,10,8,0,4,2,NA,1,4,NA,NA,NA,64,28,36,14,6,1,33,25,4,3,7,5,NA,6,6,NA,NA,NA
1,2,0,68,27,32,14,NA,1,23,19,10,6,24,18,NA,6,6,NA,NA,NA,64,16,36,5,NA,3,12,24,10,2,22,14,NA,2,2,NA,NA,NA
0,0,2,63,20,37,9,2,4,14,19,0,0,7,5,NA,3,3,NA,NA,NA,82,30,18,7,2,0,19,8,7,3,11,9,NA,6,6,NA,NA,NA
1,2,0,67,28,33,9,3,4,23,16,9,4,18,13,NA,6,6,NA,NA,NA,62,18,38,11,2,2,10,14,1,0,10,6,NA,4,0,NA,NA,NA
0,0,2,57,31,43,11,3,5,9,34,2,2,13,6,NA,4,3,NA,NA,NA,59,19,41,11,0,4,14,34,12,5,10,3,NA,6,6,NA,NA,NA
1,2,1,67,40,33,17,2,5,32,31,15,5,24,15,NA,6,5,6,NA,NA,64,40,36,20,5,3,24,25,9,3,17,10,NA,1,7,4,NA,NA
0,0,2,52,29,48,17,6,7,18,20,1,0,15,11,NA,6,3,NA,NA,NA,68,35,32,14,5,0,27,18,8,1,9,4,NA,7,6,NA,NA,NA
1,2,1,68,46,32,15,1,5,16,42,6,5,14,8,NA,7,1,6,NA,NA,65,32,35,15,3,2,33,51,16,7,13,10,NA,6,6,4,NA,NA
0,0,2,65,23,35,8,2,2,16,16,3,0,8,4,NA,3,4,NA,NA,NA,63,34,37,11,9,3,26,19,2,2,9,6,NA,6,6,NA,NA,NA
1,2,0,63,24,37,11,2,1,19,9,5,4,5,2,NA,6,6,NA,NA,NA,66,21,34,2,1,2,13,7,1,0,3,2,NA,4,0,NA,NA,NA
0,0,2,51,29,49,19,1,3,13,32,10,4,18,16,NA,5,6,NA,NA,NA,59,32,41,15,1,3,29,29,12,5,25,15,NA,7,7,NA,NA,NA
1,2,0,54,23,46,19,1,4,18,17,13,2,21,14,NA,6,6,NA,NA,NA,58,28,42,16,4,6,18,27,1,0,10,7,NA,3,4,NA,NA,NA
1,2,0,60,24,40,13,1,0,16,14,10,4,15,6,NA,6,6,NA,NA,NA,54,26,46,8,7,1,17,24,5,2,25,13,NA,4,4,NA,NA,NA
1,2,0,58,29,42,16,4,3,30,25,7,3,18,13,NA,6,7,NA,NA,NA,56,24,44,14,1,5,22,13,3,1,14,10,NA,3,5,NA,NA,NA
0,0,2,68,9,32,3,0,1,12,18,5,1,15,8,NA,0,2,NA,NA,NA,72,29,28,2,3,3,12,7,8,6,9,6,NA,6,6,NA,NA,NA
1,2,0,69,28,31,7,6,1,30,14,9,4,11,11,NA,6,6,NA,NA,NA,53,23,47,11,4,2,18,16,0,0,9,4,NA,3,1,NA,NA,NA
0,0,2,62,16,38,10,3,3,16,12,3,1,13,9,NA,3,2,NA,NA,NA,77,28,23,7,1,0,18,9,6,4,7,5,NA,6,6,NA,NA,NA
1,2,0,73,34,27,6,4,2,16,15,6,4,13,8,NA,6,6,NA,NA,NA,66,21,34,11,1,1,14,14,4,1,12,6,NA,3,3,NA,NA,NA
1,2,1,76,44,24,15,2,2,33,28,12,3,15,6,NA,6,4,6,NA,NA,72,43,28,13,7,6,34,46,6,1,25,16,NA,2,6,4,NA,NA
0,0,2,79,23,21,4,2,0,7,7,0,0,12,4,NA,1,3,NA,NA,NA,60,24,40,10,2,1,24,22,7,4,12,9,NA,6,6,NA,NA,NA
1,2,1,58,33,42,10,1,3,25,28,13,6,20,14,NA,1,6,6,NA,NA,64,25,36,14,1,5,30,27,10,5,15,8,NA,6,4,1,NA,NA
0,0,2,75,28,25,6,0,3,13,15,6,1,11,7,NA,3,2,NA,NA,NA,68,28,32,13,4,3,38,17,8,4,18,12,NA,6,6,NA,NA,NA
0,0,2,50,11,50,11,1,2,7,8,3,0,11,7,NA,1,1,NA,NA,NA,62,24,38,11,2,4,29,12,7,5,18,16,NA,6,6,NA,NA,NA
0,1,2,58,30,42,16,0,5,20,26,5,4,20,17,NA,2,6,3,NA,NA,56,29,44,15,4,5,32,20,13,6,19,18,NA,6,3,6,NA,NA
0,0,2,65,20,35,8,2,4,24,30,6,2,19,12,NA,3,2,NA,NA,NA,72,29,28,14,2,0,14,11,11,6,2,1,NA,6,6,NA,NA,NA
1,2,0,54,28,46,13,2,4,29,16,8,6,8,5,NA,6,6,NA,NA,NA,63,15,37,8,0,3,15,18,10,3,8,5,NA,4,3,NA,NA,NA
0,1,2,55,42,45,26,2,6,24,31,9,4,17,9,NA,4,6,4,NA,NA,65,43,35,17,0,5,43,48,14,5,23,18,NA,6,4,6,NA,NA
1,2,0,72,25,28,8,NA,4,22,30,15,5,5,3,NA,6,6,NA,NA,NA,61,23,39,11,NA,2,15,27,5,3,9,8,NA,3,4,NA,NA,NA
0,0,2,69,16,31,6,6,1,20,29,8,3,12,7,NA,4,1,NA,NA,NA,62,24,38,12,2,2,18,15,10,6,8,6,NA,6,6,NA,NA,NA
1,2,0,57,24,43,14,4,3,23,6,7,5,20,14,NA,6,6,NA,NA,NA,52,10,48,7,0,3,16,20,10,1,19,13,NA,2,1,NA,NA,NA
1,2,0,73,33,27,4,13,1,32,6,7,3,5,4,NA,6,6,NA,NA,NA,60,20,40,8,6,0,17,11,1,0,9,4,NA,3,2,NA,NA,NA
0,1,2,67,31,33,13,0,5,19,22,11,3,14,7,NA,1,6,3,NA,NA,59,32,41,14,10,6,29,19,11,5,15,9,NA,6,1,6,NA,NA
1,2,1,62,37,38,14,6,3,35,42,22,8,34,23,NA,5,6,6,NA,NA,64,29,36,16,1,1,31,55,8,3,48,25,NA,7,0,1,NA,NA
0,0,2,57,9,43,5,1,4,14,18,1,0,14,6,NA,0,1,NA,NA,NA,60,18,40,13,5,0,19,2,9,5,7,4,NA,6,6,NA,NA,NA
0,1,2,85,46,15,7,0,1,26,22,13,6,48,23,NA,3,6,5,NA,NA,68,39,32,17,1,0,44,39,16,7,66,42,NA,6,4,7,NA,NA
0,0,2,53,18,47,13,4,2,11,15,5,2,7,4,NA,3,5,NA,NA,NA,63,25,37,10,8,2,23,18,7,5,8,5,NA,6,7,NA,NA,NA
0,1,2,51,25,49,15,7,8,19,47,6,4,13,6,NA,6,1,3,NA,NA,59,32,41,17,1,7,19,38,12,7,18,12,NA,4,6,6,NA,NA
1,2,0,73,24,27,5,5,1,17,8,8,6,14,10,NA,6,6,NA,NA,NA,64,7,36,6,0,0,13,18,5,1,17,11,NA,1,1,NA,NA,NA
0,0,2,55,29,45,10,4,1,26,26,3,2,30,15,NA,3,4,NA,NA,NA,58,21,42,13,1,0,15,4,10,5,15,6,NA,6,6,NA,NA,NA
1,2,1,54,48,46,26,12,9,45,46,21,5,13,7,NA,7,5,7,NA,NA,58,58,42,24,4,11,30,36,15,4,14,12,NA,5,7,5,NA,NA
0,1,2,74,38,26,10,0,4,42,54,20,8,44,30,NA,6,6,2,NA,NA,68,39,32,15,2,2,26,18,20,9,18,11,NA,7,4,6,NA,NA
0,1,2,68,34,32,12,2,1,34,22,11,4,13,3,NA,7,5,1,NA,NA,72,50,28,10,2,7,39,35,9,6,64,42,NA,6,7,3,NA,NA
0,0,2,66,19,34,9,0,0,21,16,6,0,12,11,NA,3,2,NA,NA,NA,70,44,30,9,7,1,29,21,4,3,21,13,NA,6,6,NA,NA,NA
0,1,2,75,41,25,8,1,4,17,21,4,1,9,4,NA,6,0,5,NA,NA,59,45,41,15,12,7,40,34,9,4,16,14,NA,4,6,7,NA,NA
1,2,1,64,48,36,20,4,7,19,25,11,4,13,10,NA,6,6,7,NA,NA,62,47,38,21,3,8,30,46,4,2,29,16,NA,4,7,5,NA,NA
0,0,2,60,21,40,10,2,0,8,4,2,1,7,5,NA,3,4,NA,NA,NA,53,24,47,16,8,3,31,17,6,3,10,8,NA,6,6,NA,NA,NA
0,0,2,65,24,35,7,2,3,7,15,2,0,4,2,NA,1,3,NA,NA,NA,65,25,35,8,5,0,25,10,10,4,26,19,NA,6,6,NA,NA,NA
1,2,0,69,24,31,4,NA,7,17,26,10,7,4,3,NA,6,6,NA,NA,NA,56,19,44,15,NA,7,19,48,5,4,9,6,NA,4,2,NA,NA,NA
1,2,0,73,29,27,7,1,1,21,16,9,6,14,8,NA,6,7,NA,NA,NA,79,25,21,6,2,2,19,26,6,3,14,8,NA,2,5,NA,NA,NA
1,2,0,60,27,40,11,5,4,25,17,8,4,13,11,NA,6,6,NA,NA,NA,54,15,46,11,1,3,6,8,3,0,16,9,NA,1,2,NA,NA,NA
1,2,0,71,29,29,8,2,3,17,22,8,5,8,4,NA,6,7,NA,NA,NA,66,19,34,6,1,6,20,40,5,2,9,8,NA,2,5,NA,NA,NA
1,2,0,65,17,35,10,1,0,17,8,8,6,20,16,NA,6,6,NA,NA,NA,41,6,59,7,0,4,2,10,2,1,1,0,NA,0,2,NA,NA,NA
1,2,0,64,33,36,11,4,0,22,20,4,2,16,8,NA,6,6,NA,NA,NA,70,25,30,10,1,2,13,14,2,0,9,6,NA,3,4,NA,NA,NA
1,2,0,73,23,27,7,7,1,25,11,6,5,13,9,NA,6,6,NA,NA,NA,48,12,52,12,1,1,5,6,1,1,7,3,NA,1,3,NA,NA,NA
1,2,0,64,29,36,14,2,1,20,10,9,4,15,10,NA,6,6,NA,NA,NA,53,14,47,9,0,2,13,16,8,1,15,10,NA,3,2,NA,NA,NA
0,0,2,59,24,41,15,3,1,19,17,5,1,11,8,NA,4,4,NA,NA,NA,58,27,42,14,7,1,24,9,9,3,10,8,NA,6,6,NA,NA,NA
0,0,2,61,23,39,7,1,4,13,26,6,2,17,9,NA,5,2,NA,NA,NA,72,33,28,11,2,3,17,18,7,5,16,11,NA,7,6,NA,NA,NA
1,2,0,54,25,46,10,0,2,14,11,7,5,6,5,NA,6,6,NA,NA,NA,51,12,49,10,5,3,18,9,5,2,12,6,NA,3,3,NA,NA,NA
1,2,1,59,30,41,16,1,2,16,13,8,5,12,7,NA,1,6,6,NA,NA,56,28,44,16,7,3,30,31,9,4,8,5,NA,6,3,3,NA,NA
0,1,2,58,37,42,21,3,6,31,31,9,2,17,12,NA,2,7,4,NA,NA,68,49,32,16,7,2,30,14,11,5,5,4,NA,6,6,6,NA,NA
1,2,0,71,34,29,16,0,2,13,9,6,3,2,1,NA,6,6,NA,NA,NA,60,20,40,9,6,5,21,18,7,1,7,5,NA,3,4,NA,NA,NA
0,1,2,65,37,35,19,1,4,21,30,5,4,9,5,NA,6,4,4,NA,NA,67,39,33,14,10,2,25,24,8,5,5,3,NA,4,6,6,NA,NA
1,2,0,53,36,47,20,0,11,21,36,14,5,22,13,NA,7,7,NA,NA,NA,58,40,42,16,3,6,19,24,15,5,18,10,NA,6,6,NA,NA,NA
1,2,0,64,38,36,11,1,6,22,17,12,5,16,12,NA,7,6,NA,NA,NA,64,26,36,11,4,3,31,20,12,3,13,9,NA,5,4,NA,NA,NA
1,2,0,71,31,29,7,1,3,30,13,8,4,15,14,NA,6,6,NA,NA,NA,69,15,31,8,0,1,6,10,6,0,8,4,NA,2,2,NA,NA,NA
1,2,1,64,48,36,19,8,4,25,39,7,6,31,14,NA,7,2,8,NA,NA,63,38,37,22,4,2,26,30,16,7,19,13,NA,6,6,6,NA,NA
0,0,2,48,17,52,17,2,7,12,42,3,1,13,6,NA,3,4,NA,NA,NA,55,23,45,19,0,3,10,30,7,3,10,8,NA,6,6,NA,NA,NA
1,2,1,63,43,37,24,6,1,31,20,9,3,23,17,NA,6,5,6,NA,NA,57,38,43,18,2,4,36,27,6,1,17,13,NA,2,7,4,NA,NA
0,1,2,71,28,29,8,1,1,18,6,9,3,6,6,NA,2,6,0,NA,NA,73,29,27,7,0,4,24,14,11,6,15,13,NA,6,1,6,NA,NA
1,2,0,59,28,41,10,1,7,23,33,18,7,8,7,NA,7,6,NA,NA,NA,66,23,34,9,0,4,9,27,14,6,3,2,NA,6,3,NA,NA,NA
0,0,2,61,9,39,6,1,1,10,17,0,0,6,3,NA,0,1,NA,NA,NA,44,15,56,13,0,3,13,7,9,5,6,4,NA,6,6,NA,NA,NA
1,2,1,58,47,42,15,6,3,30,30,20,7,59,32,NA,6,4,9,NA,NA,61,37,39,22,0,2,36,29,8,5,37,23,NA,1,6,7,NA,NA
1,2,0,54,24,46,15,5,8,27,23,11,4,21,18,NA,7,6,NA,NA,NA,63,28,37,6,5,8,24,27,2,2,20,10,NA,6,1,NA,NA,NA
1,2,0,68,37,32,10,3,2,25,18,6,2,19,16,NA,7,6,NA,NA,NA,64,28,36,15,6,0,20,12,1,0,30,16,NA,5,3,NA,NA,NA
1,2,0,65,25,35,12,4,2,18,12,10,3,7,3,NA,6,6,NA,NA,NA,74,32,26,8,1,1,11,22,1,0,9,5,NA,4,2,NA,NA,NA
1,2,0,62,23,38,12,NA,1,14,7,9,5,14,10,NA,6,6,NA,NA,NA,66,24,34,6,NA,6,22,29,4,1,27,18,NA,1,3,NA,NA,NA
1,2,0,58,35,42,15,6,5,24,14,4,2,16,11,NA,7,6,NA,NA,NA,74,30,26,9,4,1,17,16,3,0,8,4,NA,6,2,NA,NA,NA
0,0,2,56,9,44,3,0,5,8,12,4,2,10,6,NA,2,2,NA,NA,NA,69,20,31,11,3,2,22,10,6,6,12,12,NA,6,6,NA,NA,NA
1,2,0,65,28,35,10,4,1,24,10,6,5,10,8,NA,6,6,NA,NA,NA,74,14,26,4,2,2,10,17,4,1,15,5,NA,3,1,NA,NA,NA
1,2,0,79,32,21,8,1,3,17,21,7,5,25,20,NA,6,7,NA,NA,NA,79,30,21,7,0,3,15,10,6,3,11,9,NA,4,5,NA,NA,NA
1,2,0,71,25,29,8,9,0,30,9,9,4,11,6,NA,6,6,NA,NA,NA,75,24,25,9,3,1,15,5,0,0,14,8,NA,3,2,NA,NA,NA
0,1,2,56,28,44,19,2,5,24,22,8,5,20,13,NA,6,6,2,NA,NA,56,30,44,16,0,2,23,19,5,4,30,22,NA,0,7,6,NA,NA
0,0,2,65,11,35,8,0,2,14,18,8,4,28,15,NA,4,2,NA,NA,NA,63,27,37,8,8,2,29,14,13,7,24,14,NA,6,6,NA,NA,NA
1,2,0,66,31,34,13,1,2,25,17,15,6,14,9,NA,7,6,NA,NA,NA,56,25,44,15,2,2,24,32,9,3,13,10,NA,5,2,NA,NA,NA
0,1,2,63,30,37,8,2,4,26,19,8,3,10,8,NA,6,2,1,NA,NA,75,35,25,8,4,1,18,5,11,4,5,4,NA,3,6,2,NA,NA
1,2,0,57,32,43,13,14,5,27,17,10,4,7,5,NA,7,6,NA,NA,NA,71,28,29,9,0,3,10,14,5,1,4,2,NA,5,2,NA,NA,NA
1,2,0,62,26,38,10,1,5,20,12,8,6,8,7,NA,6,7,NA,NA,NA,60,21,40,14,0,2,24,18,7,4,27,19,NA,4,5,NA,NA,NA
0,1,1,79,32,21,3,2,4,10,17,5,1,10,4,NA,7,0,NA,NA,NA,56,23,44,17,0,2,14,15,7,4,14,11,NA,6,6,NA,NA,NA
0,0,2,58,15,42,8,3,2,15,10,4,1,10,7,NA,4,1,NA,NA,NA,75,22,25,5,4,2,24,9,5,3,13,11,NA,6,2,NA,NA,NA
0,1,2,62,35,38,14,0,3,15,30,9,4,10,5,NA,6,0,6,NA,NA,69,43,31,15,4,3,28,28,10,7,10,9,NA,4,6,8,NA,NA
1,2,0,56,18,44,17,2,2,18,11,9,5,23,18,NA,6,6,NA,NA,NA,64,15,36,9,0,2,14,22,6,2,20,14,NA,1,4,NA,NA,NA
1,2,1,57,34,43,21,1,0,27,20,9,6,24,16,NA,6,4,6,NA,NA,50,20,50,14,3,7,30,27,14,3,40,25,NA,1,6,2,NA,NA
1,2,1,71,55,29,18,2,1,23,10,18,3,31,20,NA,7,4,6,NA,NA,61,53,39,16,15,1,67,51,10,2,34,22,NA,5,6,3,NA,NA
0,0,2,60,15,40,8,1,4,12,9,1,1,9,7,NA,2,3,NA,NA,NA,53,22,47,13,4,1,24,9,7,4,6,3,NA,6,6,NA,NA,NA
1,2,1,59,35,41,16,5,2,25,20,9,4,11,8,NA,1,7,6,NA,NA,60,37,40,13,12,8,34,15,9,4,11,7,NA,6,5,3,NA,NA
1,2,1,68,39,32,13,8,1,34,13,9,4,27,18,NA,4,6,6,NA,NA,61,32,39,15,3,4,20,14,5,1,16,11,NA,6,2,1,NA,NA
1,2,0,64,21,36,8,8,1,28,12,9,6,9,8,NA,6,6,NA,NA,NA,64,10,36,9,0,0,8,9,2,1,15,10,NA,2,0,NA,NA,NA
1,2,0,60,26,40,14,6,1,31,20,12,6,41,26,NA,7,6,NA,NA,NA,66,26,34,11,0,0,20,19,6,4,31,18,NA,6,3,NA,NA,NA
1,2,0,70,40,30,10,5,3,23,21,2,2,18,11,NA,7,6,NA,NA,NA,66,31,34,11,1,1,10,12,6,1,11,9,NA,6,3,NA,NA,NA
1,2,0,61,26,39,7,1,7,12,13,7,5,2,2,NA,6,6,NA,NA,NA,60,18,40,4,2,2,9,16,2,1,5,1,NA,2,3,NA,NA,NA
0,1,2,61,30,39,20,1,0,23,22,8,3,14,8,NA,6,5,1,NA,NA,63,46,37,13,6,6,25,31,12,5,15,7,NA,4,7,6,NA,NA
0,0,2,64,12,36,5,0,2,8,4,4,1,13,7,NA,2,0,NA,NA,NA,61,21,39,10,0,1,26,10,7,6,19,14,NA,6,6,NA,NA,NA
1,2,1,71,47,29,17,3,5,39,11,12,4,48,32,NA,4,6,6,NA,NA,55,37,45,18,5,1,52,27,6,2,46,29,NA,6,3,3,NA,NA
0,0,2,57,32,43,16,9,4,27,24,3,1,11,7,NA,6,5,NA,NA,NA,60,44,40,14,9,5,28,18,5,2,5,3,NA,7,7,NA,NA,NA
0,1,2,62,31,38,16,7,2,25,23,16,5,24,12,NA,2,6,4,NA,NA,61,38,39,20,10,3,35,25,8,5,16,14,NA,6,1,6,NA,NA
0,1,2,72,50,28,11,2,2,41,28,3,2,39,25,NA,6,3,4,NA,NA,62,42,38,17,7,2,23,5,8,3,20,16,NA,4,6,6,NA,NA
0,0,2,63,24,37,5,3,3,21,19,8,4,10,8,NA,4,5,NA,NA,NA,58,26,42,15,0,3,6,12,12,6,10,4,NA,6,7,NA,NA,NA
1,2,1,77,52,23,9,0,5,32,18,16,5,32,21,NA,7,4,6,NA,NA,77,57,23,13,1,4,58,40,10,4,71,48,NA,6,6,2,NA,NA
1,2,0,59,26,41,10,3,4,23,19,5,4,12,9,NA,6,6,NA,NA,NA,67,25,33,9,3,3,13,23,2,1,19,9,NA,3,3,NA,NA,NA
1,2,0,61,21,39,10,5,3,23,10,7,5,11,11,NA,6,6,NA,NA,NA,49,8,51,7,0,1,10,6,2,1,21,8,NA,1,2,NA,NA,NA
1,2,1,63,53,37,19,9,7,60,46,14,6,44,32,NA,6,2,9,NA,NA,70,42,30,15,1,0,21,10,14,6,31,16,NA,4,6,7,NA,NA
0,0,2,65,22,35,9,6,5,21,25,8,2,18,11,NA,1,4,NA,NA,NA,67,31,33,7,2,6,15,14,13,5,11,9,NA,6,6,NA,NA,NA
